sym,country,state,fiscal_end,sic,sic_desc,exchange
ADMQ,United States,NV,1231.0,7310.0,Services-Advertising,OTC
ADMT,United States,DE,331.0,3845.0,Electromedical & Electrotherapeutic Appa,OTC
ADNH,United States,DE,1231.0,3690.0,"Miscellaneous Electrical Machinery, Equi",
ADNT,United States,L2,930.0,3714.0,Motor Vehicle Parts & Accessories,NYSE
ADP,United States,DE,630.0,7374.0,Services-Computer Processing & Data Prep,Nasdaq
ADPT,United States,WA,1231.0,2836.0,"Biological Products, (No Diagnostic Subs",Nasdaq
ADSE,Foreign,L2,1231.0,3690.0,"Miscellaneous Electrical Machinery, Equi","Nasdaq,Nasdaq"
ADSK,United States,DE,131.0,7372.0,Services-Prepackaged Software,Nasdaq
ADT,United States,DE,1231.0,7381.0,"Services-Detective, Guard & Armored Car ",NYSE
ADTI,United States,NV,331.0,7900.0,Services-Amusement & Recreation Services,OTC
ADTN,United States,,1231.0,3661.0,Telephone & Telegraph Apparatus,Nasdaq
ADTX,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,OTC
ADUR,Foreign,A1,531.0,2800.0,Chemicals & Allied Products,Nasdaq
ADUS,United States,DE,1231.0,8082.0,Services-Home Health Care Services,Nasdaq
ADV,United States,,1231.0,7389.0,"Services-Business Services, NEC",Nasdaq
ADVB,United States,NV,630.0,8071.0,Services-Medical Laboratories,Nasdaq
ADXN,Foreign,V8,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
AEAE,United States,DE,1231.0,3714.0,Motor Vehicle Parts & Accessories,"OTC,OTC,OTC"
AEBI,United States,V8,1231.0,3531.0,Construction Machinery & Equip,Nasdaq
AEE,United States,MO,1231.0,4931.0,Electric & Other Services Combined,NYSE
AEHL,Foreign,D8,930.0,4899.0,"Communications Services, NEC",Nasdaq
AEHR,United States,CA,1231.0,3825.0,Instruments For Meas & Testing of  Elect,Nasdaq
AEI,United States,TX,1231.0,6500.0,Real Estate,Nasdaq
AEIS,United States,DE,1231.0,3679.0,"Electronic Components, NEC",Nasdaq
AEM,Foreign,A6,1231.0,1040.0,Gold and Silver Ores,NYSE
AEMD,United States,NV,331.0,3841.0,Surgical & Medical Instruments & Apparat,Nasdaq
AENT,United States,DE,630.0,5099.0,"Wholesale-Durable Goods, NEC","Nasdaq,Nasdaq"
AEO,United States,DE,130.0,5651.0,Retail-Family Clothing Stores,NYSE
AEON,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,NYSE
AEP,United States,NY,1231.0,4911.0,Electric Services,Nasdaq
AER,Foreign,P7,1231.0,7359.0,"Services-Equipment Rental & Leasing, NEC",NYSE
AERA,United States,NV,831.0,6794.0,Patent Owners & Lessors,OTC
AERG,United States,DE,1231.0,3812.0,"Search, Detection, Navigation, Guidance,","OTC,OTC"
AERO,Foreign,O5,1231.0,4512.0,"Air Transportation, Scheduled",NYSE
AERT,United States,,331.0,8742.0,Services-Management Consulting Services,"Nasdaq,Nasdaq"
AES,United States,DE,1231.0,4991.0,Cogeneration Services & Small Power Prod,NYSE
AESI,United States,DE,1231.0,1311.0,Crude Petroleum & Natural Gas,NYSE
AESP,United States,E9,1231.0,6770.0,Blank Checks,"Nasdaq,Nasdaq,Nasdaq,Nas"
AETN,United States,DE,1231.0,3690.0,"Miscellaneous Electrical Machinery, Equi",OTC
AEVA,United States,DE,1231.0,3714.0,Motor Vehicle Parts & Accessories,Nasdaq
AEYE,United States,DE,1231.0,7372.0,Services-Prepackaged Software,Nasdaq
AFBI,United States,MD,1231.0,6036.0,"Savings Institutions, Not Federally Char",Nasdaq
AFCG,United States,MD,1231.0,0.0,,Nasdaq
AFG,United States,OH,1231.0,6331.0,"Fire, Marine & Casualty Insurance","NYSE,NYSE,NYSE,NYSE,NYSE"
AFJK,United States,,1231.0,6770.0,Blank Checks,"Nasdaq,Nasdaq,Nasdaq"
AFL,United States,GA,1231.0,6321.0,Accident & Health Insurance,NYSE
AFRI,Foreign,J1,1231.0,2040.0,Grain Mill Products,"Nasdaq,Nasdaq"
AFRM,United States,NV,630.0,6141.0,Personal Credit Institutions,Nasdaq
AG,Foreign,A1,1231.0,1040.0,Gold and Silver Ores,NYSE
AGCO,United States,DE,1231.0,3523.0,Farm Machinery & Equipment,NYSE
AGEN,United States,DE,1231.0,2836.0,"Biological Products, (No Diagnostic Subs",Nasdaq
AGGI,United States,FL,1231.0,5960.0,Retail-Nonstore Retailers,"None,OTC"
AGI,Foreign,A6,1231.0,1040.0,Gold and Silver Ores,NYSE
AGIG,United States,DE,1231.0,1311.0,Crude Petroleum & Natural Gas,NYSE
AGIO,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
AGL,United States,DE,1231.0,8090.0,"Services-Misc Health & Allied Services, ",NYSE
AGLY,United States,NV,1231.0,8742.0,Services-Management Consulting Services,OTC
AGM,United States,,1231.0,6111.0,Federal & Federally-Sponsored Credit Age,"NYSE,NYSE,NYSE,NYSE,NYSE"
AGMB,Foreign,C9,1231.0,2836.0,"Biological Products, (No Diagnostic Subs",Nasdaq
AGNC,United States,,1231.0,6798.0,Real Estate Investment Trusts,"Nasdaq,Nasdaq,Nasdaq,Nas"
AGNT,United States,TX,1231.0,6531.0,Real Estate Agents & Managers (For Other,Nasdaq
AGO,United States,D0,1231.0,6351.0,Surety Insurance,NYSE
AGPU,United States,DE,1231.0,6199.0,Finance Services,Nasdaq
AGQ,United States,DE,1231.0,6221.0,Commodity Contracts Brokers & Dealers,"NYSE,NYSE,NYSE,NYSE,NYSE"
AGRO,Foreign,,1231.0,100.0,Agricultural Production-Crops,NYSE
AGRZ,Foreign,E9,1231.0,100.0,Agricultural Production-Crops,Nasdaq
AGSS,United States,NV,1231.0,7381.0,"Services-Detective, Guard & Armored Car ",OTC
AGTX,United States,NV,331.0,2836.0,"Biological Products, (No Diagnostic Subs",OTC
AGX,United States,DE,131.0,1700.0,Construction - Special Trade Contractors,NYSE
AGYS,United States,DE,331.0,7373.0,Services-Computer Integrated Systems Des,Nasdaq
AHCO,United States,DE,1231.0,8082.0,Services-Home Health Care Services,Nasdaq
AHG,Foreign,E9,331.0,7389.0,"Services-Business Services, NEC",Nasdaq
AHL-PD,Foreign,D0,1231.0,6331.0,"Fire, Marine & Casualty Insurance","NYSE,NYSE,NYSE"
AHNRF,Foreign,A1,1231.0,1040.0,Gold and Silver Ores,OTC
AHR,United States,MD,1231.0,6798.0,Real Estate Investment Trusts,NYSE
AHRO,United States,NV,1231.0,5130.0,"Wholesale-Apparel, Piece Goods & Notions",OTC
AHRT,United States,MD,1231.0,6500.0,Real Estate,"NYSE,NYSE"
AHT,United States,MD,1231.0,6798.0,Real Estate Investment Trusts,"NYSE,NYSE,NYSE,NYSE,NYSE"
AI,United States,DE,430.0,7372.0,Services-Prepackaged Software,NYSE
AIAI,United States,DE,1231.0,7374.0,Services-Computer Processing & Data Prep,Nasdaq
AIB,United States,DE,1231.0,6221.0,Commodity Contracts Brokers & Dealers,NYSE
AIBT,United States,NV,1231.0,2833.0,Medicinal Chemicals & Botanical Products,OTC
AIDX,United States,DE,1231.0,8734.0,Services-Testing Laboratories,Nasdaq
AIEV,United States,DE,1231.0,3711.0,Motor Vehicles & Passenger Car Bodies,OTC
AIFA,United States,DE,1231.0,7900.0,Services-Amusement & Recreation Services,Nasdaq
AIFC,United States,NV,1226.0,6221.0,Commodity Contracts Brokers & Dealers,Nasdaq
AIFF,United States,DE,1231.0,7372.0,Services-Prepackaged Software,Nasdaq
AIFU,Foreign,E9,1231.0,6411.0,"Insurance Agents, Brokers & Service",Nasdaq
AIG,United States,DE,1231.0,6331.0,"Fire, Marine & Casualty Insurance",NYSE
AIHS,United States,NV,331.0,7510.0,Services-Auto Rental & Leasing (No Drive,Nasdaq
AII,United States,,1231.0,6331.0,"Fire, Marine & Casualty Insurance",NYSE
AIJTY,Foreign,,,7370.0,"Services-Computer Programming, Data Proc",OTC
AIM,United States,DE,1231.0,2836.0,"Biological Products, (No Diagnostic Subs",NYSE
AIMD,United States,TX,1231.0,3577.0,"Computer Peripheral Equipment, NEC","Nasdaq,Nasdaq"
AIN,United States,DE,1231.0,2221.0,"Broadwoven Fabric Mills, Man Made Fiber ",NYSE
AIOS,Foreign,D8,1231.0,3490.0,Miscellaneous Fabricated Metal Products,Nasdaq
AIOT,United States,DE,331.0,3669.0,"Communications Equipment, NEC",Nasdaq
AIP,United States,DE,1231.0,3674.0,Semiconductors & Related Devices,Nasdaq
AIR,United States,DE,531.0,3720.0,Aircraft & Parts,NYSE
AIRE,United States,DE,1231.0,6500.0,Real Estate,Nasdaq
AIRG,United States,,1231.0,3663.0,Radio & Tv Broadcasting & Communications,Nasdaq
AIRI,United States,NV,1231.0,3728.0,"Aircraft Parts & Auxiliary Equipment, NE",NYSE
AIRJ,United States,DE,1231.0,3585.0,Air-Cond & Warm Air Heatg Equip & Comm &,"Nasdaq,Nasdaq"
AIRO,United States,DE,1231.0,3721.0,Aircraft,Nasdaq
AIRS,United States,,1231.0,8011.0,Services-Offices & Clinics of  Doctors o,Nasdaq
AIRT,United States,DE,331.0,4513.0,Air Courier Services,"Nasdaq,Nasdaq"
AISP,United States,DE,1231.0,7372.0,Services-Prepackaged Software,"Nasdaq,Nasdaq"
AIT,United States,OH,630.0,5080.0,"Wholesale-Machinery, Equipment & Supplie",NYSE
AITX,United States,NV,228.0,7372.0,Services-Prepackaged Software,OTC
AIV,United States,MD,1231.0,6798.0,Real Estate Investment Trusts,NYSE
AIXC,United States,DE,1231.0,6199.0,Finance Services,Nasdaq
AIXI,Foreign,E9,1231.0,7372.0,Services-Prepackaged Software,Nasdaq
AIXN,United States,CO,1231.0,5912.0,Retail-Drug Stores and Proprietary Store,OTC
AIZ,United States,DE,1231.0,6399.0,"Insurance Carriers, NEC","NYSE,NYSE"
AJG,United States,DE,1231.0,6411.0,"Insurance Agents, Brokers & Service",NYSE
AKA,United States,,1231.0,5961.0,Retail-Catalog & Mail-Order Houses,NYSE
AKAM,United States,DE,1231.0,7389.0,"Services-Business Services, NEC",Nasdaq
AKAN,Foreign,A6,1231.0,2833.0,Medicinal Chemicals & Botanical Products,Nasdaq
AKBA,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
AKR,United States,MD,1231.0,6798.0,Real Estate Investment Trusts,NYSE
AKTS,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
AKTX,Foreign,X0,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
ALAB,United States,DE,1231.0,3674.0,Semiconductors & Related Devices,Nasdaq
ALAR,Foreign,L3,1231.0,7372.0,Services-Prepackaged Software,Nasdaq
ALB,United States,VA,1231.0,2821.0,"Plastic Materials, Synth Resins & Nonvul","NYSE,NYSE"
ALBT,United States,DE,1231.0,7371.0,Services-Computer Programming Services,Nasdaq
ALC,Foreign,V8,1231.0,3851.0,Ophthalmic Goods,NYSE
ALCO,United States,FL,901.0,100.0,Agricultural Production-Crops,Nasdaq
ALCYF,United States,E9,1231.0,6770.0,Blank Checks,"OTC,OTC,OTC"
ALDA,United States,UT,1231.0,6770.0,Blank Checks,OTC
ALDF,United States,,1231.0,6770.0,Blank Checks,"Nasdaq,Nasdaq,Nasdaq"
ALDS,United States,NV,630.0,5531.0,Retail-Auto & Home Supply Stores,OTC
ALDX,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
ALEC,United States,,1231.0,2836.0,"Biological Products, (No Diagnostic Subs",Nasdaq
ALF,United States,E9,1231.0,6770.0,Blank Checks,"Nasdaq,Nasdaq,Nasdaq"
ALG,United States,DE,1231.0,3523.0,Farm Machinery & Equipment,NYSE
ALGM,United States,,331.0,3674.0,Semiconductors & Related Devices,Nasdaq
ALGN,United States,DE,1231.0,3842.0,"Orthopedic, Prosthetic & Surgical Applia",Nasdaq
ALGS,United States,DE,1231.0,2836.0,"Biological Products, (No Diagnostic Subs",Nasdaq
ALGT,United States,NV,1231.0,4512.0,"Air Transportation, Scheduled",Nasdaq
ALH,United States,DE,1231.0,3580.0,Refrigeration & Service Industry Machine,NYSE
ALHC,United States,DE,1231.0,6324.0,Hospital & Medical Service Plans,Nasdaq
ALIS,United States,E9,1231.0,7374.0,Services-Computer Processing & Data Prep,"Nasdaq,Nasdaq,Nasdaq"
ALIT,United States,DE,1231.0,7389.0,"Services-Business Services, NEC",NYSE
ALK,United States,DE,1231.0,4512.0,"Air Transportation, Scheduled",NYSE
ALKS,United States,,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
ALKT,United States,DE,1231.0,7372.0,Services-Prepackaged Software,Nasdaq
ALL,United States,DE,1231.0,6331.0,"Fire, Marine & Casualty Insurance","NYSE,NYSE,NYSE,NYSE,NYSE"
ALLE,United States,L2,1231.0,7381.0,"Services-Detective, Guard & Armored Car ",NYSE
ALLO,United States,,1231.0,2836.0,"Biological Products, (No Diagnostic Subs",Nasdaq
ALLR,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
ALLT,Foreign,L3,1231.0,3576.0,Computer Communications Equipment,Nasdaq
ALLY,United States,DE,1231.0,6022.0,State Commercial Banks,NYSE
ALM,Foreign,Z4,1231.0,1000.0,Metal Mining,Nasdaq
ALMR,United States,DE,1231.0,3826.0,Laboratory Analytical Instruments,Nasdaq
ALMS,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
ALMU,United States,DE,630.0,3674.0,Semiconductors & Related Devices,Nasdaq
ALNT,United States,CO,1231.0,3825.0,Instruments For Meas & Testing of  Elect,Nasdaq
ALNY,United States,,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
ALOT,United States,RI,131.0,3577.0,"Computer Peripheral Equipment, NEC",Nasdaq
ALOY,United States,NV,1231.0,1000.0,Metal Mining,Nasdaq
ALP,Foreign,D8,331.0,6199.0,Finance Services,Nasdaq
ALPS,Foreign,E9,331.0,8000.0,Services-Health Services,"Nasdaq,OTC"
ALRM,United States,DE,1231.0,7372.0,Services-Prepackaged Software,Nasdaq
ALRS,United States,DE,1231.0,6021.0,National Commercial Banks,Nasdaq
ALRTF,Foreign,,,3841.0,Surgical & Medical Instruments & Apparat,OTC
ALSAF,United States,,1231.0,7372.0,Services-Prepackaged Software,"OTC,OTC,OTC,OTC"
ALSN,United States,DE,1231.0,3714.0,Motor Vehicle Parts & Accessories,NYSE
ALT,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
ALTB,United States,NY,1231.0,5990.0,"Retail-Retail Stores, NEC",
ALTG,United States,DE,1231.0,5084.0,Wholesale-Industrial Machinery & Equipme,"NYSE,NYSE"
ALTI,United States,DE,1231.0,6282.0,Investment Advice,Nasdaq
ALTO,United States,DE,1231.0,2860.0,Industrial Organic Chemicals,Nasdaq
ALTX,United States,DE,930.0,1311.0,Crude Petroleum & Natural Gas,OTC
ALUB,United States,E9,1231.0,6770.0,Blank Checks,"NYSE,NYSE,NYSE"
ALUR,United States,DE,1231.0,3841.0,Surgical & Medical Instruments & Apparat,"None,OTC,OTC"
ALV,United States,DE,1231.0,3714.0,Motor Vehicle Parts & Accessories,NYSE
ALVO,Foreign,N4,1231.0,2836.0,"Biological Products, (No Diagnostic Subs","Nasdaq,Nasdaq"
ALX,United States,DE,1231.0,6798.0,Real Estate Investment Trusts,NYSE
ALXO,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
ALZN,United States,DE,430.0,2834.0,Pharmaceutical Preparations,Nasdaq
AM,United States,,1231.0,4922.0,Natural Gas Transmission,NYSE
AMAL,United States,DE,1231.0,6022.0,State Commercial Banks,Nasdaq
AMAT,United States,DC,1026.0,3674.0,Semiconductors & Related Devices,Nasdaq
AMBA,United States,,131.0,3674.0,Semiconductors & Related Devices,Nasdaq
AMBO,Foreign,E9,1231.0,8200.0,Services-Educational Services,NYSE
AMBP,Foreign,N4,1231.0,3411.0,Metal Cans,"NYSE,OTC"
AMBQ,United States,DE,1231.0,3674.0,Semiconductors & Related Devices,NYSE
AMBR,Foreign,,,6199.0,Finance Services,Nasdaq
AMC,United States,DE,1231.0,7830.0,Services-Motion Picture Theaters,NYSE
AMCI,United States,E9,1231.0,5700.0,"Retail-Home Furniture, Furnishings & Equ",Nasdaq
AMCR,United States,Y9,630.0,3990.0,Miscellaneous Manufacturing Industries,"NYSE,OTC"
AMCX,United States,NV,1231.0,4841.0,Cable & Other Pay Television Services,Nasdaq
AMD,United States,DE,1226.0,3674.0,Semiconductors & Related Devices,Nasdaq
AME,United States,DE,1231.0,3823.0,"Industrial Instruments For Measurement, ",NYSE
AMFN,United States,TX,1231.0,4911.0,Electric Services,OTC
AMG,United States,DE,1231.0,6282.0,Investment Advice,"NYSE,NYSE,NYSE,NYSE,NYSE"
AMGN,United States,DE,1231.0,2836.0,"Biological Products, (No Diagnostic Subs",Nasdaq
AMH,United States,MD,1231.0,6798.0,Real Estate Investment Trusts,"NYSE,NYSE,NYSE"
AMIX,United States,DE,331.0,3841.0,Surgical & Medical Instruments & Apparat,Nasdaq
AMKR,United States,DE,1231.0,3674.0,Semiconductors & Related Devices,Nasdaq
AMLIF,Foreign,A1,229.0,1000.0,Metal Mining,OTC
AMLX,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
AMN,United States,DE,1231.0,7363.0,Services-Help Supply Services,NYSE
AMOD,United States,DE,1231.0,6794.0,Patent Owners & Lessors,"Nasdaq,Nasdaq"
AMP,United States,DE,1231.0,6282.0,Investment Advice,NYSE
AMPG,United States,NV,1231.0,3669.0,"Communications Equipment, NEC","Nasdaq,Nasdaq"
AMPH,United States,,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
AMPL,United States,DE,1231.0,7372.0,Services-Prepackaged Software,Nasdaq
AMPX,United States,DE,1231.0,3690.0,"Miscellaneous Electrical Machinery, Equi","NYSE,NYSE"
AMPY,United States,,1231.0,1311.0,Crude Petroleum & Natural Gas,NYSE
AMR,United States,DE,1231.0,1221.0,Bituminous Coal & Lignite Surface Mining,NYSE
AMRC,United States,DE,1231.0,1700.0,Construction - Special Trade Contractors,NYSE
AMRN,United States,X0,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
AMRX,United States,,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
AMRZ,United States,V8,1231.0,3241.0,"Cement, Hydraulic",NYSE
AMS,United States,CA,1231.0,8071.0,Services-Medical Laboratories,NYSE
AMSC,United States,DE,331.0,3621.0,Motors & Generators,Nasdaq
AMSF,United States,TX,1231.0,6331.0,"Fire, Marine & Casualty Insurance",Nasdaq
AMSS,United States,DE,1231.0,2080.0,Beverages,Nasdaq
AMST,United States,DE,630.0,7372.0,Services-Prepackaged Software,Nasdaq
AMT,United States,DE,1231.0,6798.0,Real Estate Investment Trusts,NYSE
AMTB,United States,FL,1231.0,6021.0,National Commercial Banks,NYSE
AMTM,United States,DE,1002.0,7389.0,"Services-Business Services, NEC",NYSE
AMTX,United States,NV,1231.0,2860.0,Industrial Organic Chemicals,Nasdaq
AMUB,Foreign,V8,1231.0,6021.0,National Commercial Banks,"NYSE,NYSE,NYSE,NYSE,NYSE"
AMWL,United States,DE,1231.0,7389.0,"Services-Business Services, NEC",NYSE
AMX,Foreign,O5,1231.0,4813.0,Telephone Communications (No Radioteleph,"NYSE,OTC"
AMZE,United States,NV,1231.0,5961.0,Retail-Catalog & Mail-Order Houses,NYSE
AMZN,United States,DE,1231.0,5961.0,Retail-Catalog & Mail-Order Houses,Nasdaq
AN,United States,DE,1231.0,5500.0,Retail-Auto Dealers & Gasoline Stations,NYSE
ANAB,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
ANDE,United States,OH,1231.0,5150.0,Wholesale-Farm Product Raw Materials,Nasdaq
ANDG,United States,DE,1231.0,7389.0,"Services-Business Services, NEC",NYSE
ANEB,United States,DE,630.0,2834.0,Pharmaceutical Preparations,OTC
ANET,United States,DE,1231.0,3576.0,Computer Communications Equipment,NYSE
ANF,United States,OH,130.0,5651.0,Retail-Family Clothing Stores,NYSE
ANG-PD,United States,DE,1231.0,6311.0,Life Insurance,NYSE
ANGH,Foreign,E9,1231.0,4899.0,"Communications Services, NEC","Nasdaq,Nasdaq"
ANGI,United States,DE,1231.0,7310.0,Services-Advertising,Nasdaq
ANGO,United States,DE,531.0,3841.0,Surgical & Medical Instruments & Apparat,Nasdaq
ANGX,United States,DE,1231.0,7812.0,Services-Motion Picture & Video Tape Pro,NYSE
ANIK,United States,DE,1231.0,3841.0,Surgical & Medical Instruments & Apparat,Nasdaq
ANIP,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
ANIX,United States,DE,1031.0,2834.0,Pharmaceutical Preparations,Nasdaq
ANKM,United States,NV,1130.0,7371.0,Services-Computer Programming Services,OTC
ANNA,United States,DE,1231.0,1311.0,Crude Petroleum & Natural Gas,"Nasdaq,Nasdaq"
ANNX,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
ANPA,Foreign,,,7380.0,Services-Miscellaneous Business Services,Nasdaq
ANRO,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,NYSE
ANSC,United States,E9,1231.0,6770.0,Blank Checks,"Nasdaq,Nasdaq,Nasdaq"
ANTA,Foreign,E9,1231.0,6221.0,Commodity Contracts Brokers & Dealers,Nasdaq
ANTX,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
ANVI,United States,NV,228.0,5400.0,Retail-Food Stores,OTC
ANVS,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,NYSE
ANY,Foreign,,1231.0,6199.0,Finance Services,Nasdaq
AOMR,United States,MD,1231.0,6500.0,Real Estate,"NYSE,NYSE,NYSE"
AON,United States,L2,1231.0,6411.0,"Insurance Agents, Brokers & Service",NYSE
AORT,United States,DE,1231.0,3841.0,Surgical & Medical Instruments & Apparat,NYSE
AOS,United States,DE,1231.0,3630.0,Household Appliances,NYSE
AOSL,Foreign,,630.0,3674.0,Semiconductors & Related Devices,Nasdaq
AOUT,United States,DE,430.0,3949.0,"Sporting & Athletic Goods, NEC",Nasdaq
AOXY,United States,DE,630.0,6500.0,Real Estate,OTC
AP,United States,PA,1231.0,3561.0,Pumps & Pumping Equipment,NYSE
APA,United States,DE,1231.0,1311.0,Crude Petroleum & Natural Gas,Nasdaq
APAM,United States,DE,1231.0,6282.0,Investment Advice,NYSE
APC,United States,DE,1231.0,5172.0,Wholesale-Petroleum & Petroleum Products,Nasdaq
APCX,United States,DE,1231.0,7372.0,Services-Prepackaged Software,"OTC,OTC"
APD,United States,DE,930.0,2810.0,Industrial Inorganic Chemicals,NYSE
APEI,United States,DE,1231.0,8200.0,Services-Educational Services,Nasdaq
APG,United States,DE,1231.0,7340.0,Services-To Dwellings & Other Buildings,NYSE
APGE,United States,,1231.0,2836.0,"Biological Products, (No Diagnostic Subs",Nasdaq
APH,United States,DE,1231.0,3678.0,Electronic Connectors,NYSE
APHD,United States,NV,430.0,1311.0,Crude Petroleum & Natural Gas,
APHP,United States,WY,1231.0,7900.0,Services-Amusement & Recreation Services,OTC
API,Foreign,E9,1231.0,7372.0,Services-Prepackaged Software,Nasdaq
APLD,United States,NV,531.0,7374.0,Services-Computer Processing & Data Prep,Nasdaq
APLE,United States,VA,1231.0,6798.0,Real Estate Investment Trusts,NYSE
APLM,Foreign,,1231.0,2834.0,Pharmaceutical Preparations,"Nasdaq,Nasdaq"
APMC,United States,E9,1130.0,6770.0,Blank Checks,"Nasdaq,Nasdaq,Nasdaq"
APO,United States,DE,1231.0,6282.0,Investment Advice,"NYSE,NYSE,NYSE"
APOG,United States,MN,301.0,3231.0,"Glass Products, Made of  Purchased Glass",Nasdaq
APP,United States,DE,1231.0,7370.0,"Services-Computer Programming, Data Proc",Nasdaq
APPF,United States,,1231.0,7372.0,Services-Prepackaged Software,Nasdaq
APPN,United States,,1231.0,7372.0,Services-Prepackaged Software,Nasdaq
APPS,United States,DE,331.0,6794.0,Patent Owners & Lessors,Nasdaq
APRE,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
APSI,United States,NV,1231.0,4911.0,Electric Services,OTC
APT,United States,DE,1231.0,3842.0,"Orthopedic, Prosthetic & Surgical Applia",NYSE
APTN,United States,DE,1231.0,2836.0,"Biological Products, (No Diagnostic Subs",OTC
APTOF,Foreign,A6,1231.0,2836.0,"Biological Products, (No Diagnostic Subs",OTC
APTV,United States,Y9,1231.0,3714.0,Motor Vehicle Parts & Accessories,NYSE
APUR,United States,E9,1231.0,6770.0,Blank Checks,"Nasdaq,Nasdaq"
APUS,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,NYSE
APVO,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
APWC,Foreign,D0,1231.0,3357.0,Drawing & Insulating of  Nonferrous Wire,Nasdaq
APXT,United States,E9,1231.0,6770.0,Blank Checks,"Nasdaq,Nasdaq,Nasdaq"
APYX,United States,DE,1231.0,3841.0,Surgical & Medical Instruments & Apparat,Nasdaq
AQB,United States,DE,1231.0,900.0,"Fishing, Hunting and Trapping",Nasdaq
AQMS,United States,DE,1231.0,3341.0,Secondary Smelting & Refining of  Nonfer,Nasdaq
AQN,Foreign,A6,1231.0,4911.0,Electric Services,"NYSE,OTC,NYSE"
AQST,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
AR,United States,,1231.0,1311.0,Crude Petroleum & Natural Gas,NYSE
ARAI,United States,DE,1231.0,7340.0,Services-To Dwellings & Other Buildings,Nasdaq
ARAY,United States,DE,630.0,3841.0,Surgical & Medical Instruments & Apparat,Nasdaq
ARBB,Foreign,E9,630.0,7373.0,Services-Computer Integrated Systems Des,Nasdaq
ARBE,Foreign,L3,1231.0,7373.0,Services-Computer Integrated Systems Des,"Nasdaq,Nasdaq"
ARBK,Foreign,X0,1231.0,6199.0,Finance Services,Nasdaq
ARCB,United States,TX,1231.0,4213.0,Trucking (No Local),Nasdaq
ARCC,United States,MD,1231.0,,,Nasdaq
ARCI,United States,E9,1231.0,6770.0,Blank Checks,"Nasdaq,Nasdaq,Nasdaq"
ARCL,United States,DE,1231.0,6770.0,Blank Checks,"Nasdaq,Nasdaq,Nasdaq,Nas"
ARCO,Foreign,,1231.0,5812.0,Retail-Eating  Places,NYSE
ARCT,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
ARDT,United States,DE,1231.0,8062.0,Services-General Medical & Surgical Hosp,NYSE
ARDX,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
ARE,United States,MD,1231.0,6798.0,Real Estate Investment Trusts,NYSE
AREB,United States,NV,1231.0,3490.0,Miscellaneous Fabricated Metal Products,"OTC,OTC"
AREC,United States,FL,1231.0,1220.0,Silver Ores,Nasdaq
AREN,United States,DE,1231.0,4841.0,Cable & Other Pay Television Services,NYSE
ARES,United States,DE,1231.0,6282.0,Investment Advice,"NYSE,NYSE"
ARGX,Foreign,P7,1231.0,2836.0,"Biological Products, (No Diagnostic Subs",Nasdaq
ARHS,United States,DE,1231.0,5712.0,Retail-Furniture Stores,Nasdaq
ARI,United States,MD,1231.0,6798.0,Real Estate Investment Trusts,NYSE
ARIS,Foreign,A1,1231.0,1040.0,Gold and Silver Ores,NYSE
ARKB,United States,DE,1231.0,6221.0,Commodity Contracts Brokers & Dealers,CBOE
ARKO,United States,DE,1231.0,5412.0,Retail-Convenience Stores,Nasdaq
ARKR,United States,NY,928.0,5812.0,Retail-Eating  Places,Nasdaq
ARL,United States,NV,1231.0,6510.0,Real Estate Operators (No Developers) & ,NYSE
ARLO,United States,DE,1231.0,7381.0,"Services-Detective, Guard & Armored Car ",NYSE
ARLP,United States,DE,1231.0,1221.0,Bituminous Coal & Lignite Surface Mining,Nasdaq
