📌 주봉 신호 종목 현황 (2026-06-14 기준)
시총 높은 순 | 총 337개 종목

🇰🇷 한국 (20개)
       시총  [주간%]  종목명
 65.1조    [+3.5%]  기아  ← 이평선수렴, RSI/MACD
$     1B    [+5.4%]  Beazer Homes USA  ← 이평선수렴, RSI/MACD
$     1B    [+5.6%]  SunCoke Energy  ← 5일선라이딩, 이평선수렴
$     1B    [+2.5%]  OceanFirst Financial  ← 이평선수렴, RSI/MACD
$     1B    [+7.3%]  DXP Enterprises  ← 이평선수렴, RSI/MACD
$     1B    [+9.9%]  Healthcare Services Group  ← 이평선수렴, RSI/MACD

==================================================
개별 종목 상세
==================================================

──────────────────────────────────────────────────
✅ 기아(+3.54%)

❗ 이평선수렴 | RSI/MACD

시가총액 : 65.1조
현재가   : N/A
(네이버금융 기준)

* 주요지표
PER : None배  /  PBR : None배
ROE : N/A  /  EPS : N/A

* 증권사 보고서 (최근 3건)
기아 [매력적인 모범생]
  26.05.14 / 목표가: 
  대신증권
기아 [시장 리스크 상쇄할 경쟁력 확인, 미래 사업 ..]
  26.04.27 / 목표가: 
  한화투자증권
기아 [외생변수에 대한 높은 방어력 확인]
  26.04.27 / 목표가: 
  DS투자증권

📎 https://finance.naver.com/item/main.naver?code=000270

──────────────────────────────────────────────────
✅ 하나금융지주(-2.10%)

❗ 이평선수렴 | RSI/MACD

시가총액 : 33.2조
현재가   : N/A
(네이버금융 기준)

* 주요지표
PER : None배  /  PBR : None배
ROE : N/A  /  EPS : N/A

* 증권사 보고서 (최근 3건)
하나금융지주 [배당 비중 확대]
  26.04.27 / 목표가: 
  한화투자증권
하나금융지주 [1Q26 Review: 이자수익 및 비이자수익 고른 ..]
  26.04.27 / 목표가: 
  교보증권
하나금융지주 [큰폭의 NIM 상승과 대손비용 감소 효과가 만..]
  26.04.27 / 목표가: 
  하나증권

📎 https://finance.naver.com/item/main.naver?code=086790

──────────────────────────────────────────────────
✅ 원익IPS(+38.13%)

❗ 52주신고가 | 이평선수렴 | RSI/MACD
📌 역사적신고가

시가총액 : 9.0조
현재가   : N/A
(네이버금융 기준)

* 주요지표
PER : None배  /  PBR : None배
ROE : N/A  /  EPS : N/A

* 증권사 보고서 (최근 3건)
원익IPS [추정치 상향의 서막]
  26.05.11 / 목표가: 
  SK증권
원익IPS [메모리 장비 투자 수혜 확대]
  26.03.10 / 목표가: 
  키움증권
원익IPS [국내 장비 대장]
  26.02.27 / 목표가: 
  SK증권

📎 https://finance.naver.com/item/main.naver?code=240810

──────────────────────────────────────────────────
✅ 한국타이어앤테크놀로지(+6.04%)

❗ 이평선수렴 | RSI/MACD

시가총액 : 8.9조
현재가   : N/A
(네이버금융 기준)

* 주요지표
PER : None배  /  PBR : None배
ROE : N/A  /  EPS : N/A

* 증권사 보고서 (최근 3건)
한국타이어앤테크놀로지 [이젠 열관리가 타이어에게 힘이 될 때]
  26.05.20 / 목표가: 
  한화투자증권
한국타이어앤테크놀로지 [가던 길 잘 가는 중]
  26.05.11 / 목표가: 
  DS투자증권
한국타이어앤테크놀로지 [수익성은 일시 하락할 것이다. 그러니 주식을..]
  26.05.11 / 목표가: 
  하나증권

📎 https://finance.naver.com/item/main.naver?code=161390

──────────────────────────────────────────────────
✅ 이오테크닉스(+28.03%)

❗ 52주신고가 | RSI/MACD
📌 52주신고가

시가총액 : 7.5조
현재가   : N/A
(네이버금융 기준)

* 주요지표
PER : None배  /  PBR : None배
ROE : N/A  /  EPS : N/A

* 증권사 보고서 (최근 3건)
이오테크닉스 [1Q부터 고성장 입증]
  26.05.18 / 목표가: 
  신한투자증권
이오테크닉스 [NAND 고단화 수혜 예상]
  26.03.19 / 목표가: 
  iM증권
이오테크닉스 [기술 변화와 CapEx 낙수 효과를 동시에]
  26.02.27 / 목표가: 
  신한투자증권

📎 https://finance.naver.com/item/main.naver?code=039030

──────────────────────────────────────────────────
✅ HPSP(+42.15%)

❗ 52주신고가 | RSI/MACD
📌 역사적신고가

시가총액 : 5.9조
현재가   : N/A
(네이버금융 기준)

* 주요지표
PER : None배  /  PBR : None배
ROE : N/A  /  EPS : N/A

* 증권사 보고서 (최근 3건)
HPSP [확장의 연속]
  26.05.18 / 목표가: 
  대신증권
HPSP [다가오는 재평가의 시간]
  26.04.22 / 목표가: 
  대신증권
HPSP [26년 전방 투자 확대 수혜 기대]
  25.11.21 / 목표가: 
  한화투자증권

📎 https://finance.naver.com/item/main.naver?code=403870

──────────────────────────────────────────────────
✅ 유진테크(+24.98%)

❗ 52주신고가 | 이평선수렴 | RSI/MACD
📌 역사적신고가

시가총액 : 4.5조
현재가   : N/A
(네이버금융 기준)

* 주요지표
PER : None배  /  PBR : None배
ROE : N/A  /  EPS : N/A

* 증권사 보고서 (최근 3건)
유진테크 [올해 눈높이 하향]
  25.05.19 / 목표가: 
  한화투자증권
유진테크 [4Q24 Preview: 선단 공정 투자 수혜의 대표주..]
  25.02.04 / 목표가: 
  유진투자증권
유진테크 [이익 개선세 대비 과도한 저평가]
  24.10.18 / 목표가: 
  한화투자증권

📎 https://finance.naver.com/item/main.naver?code=084370

──────────────────────────────────────────────────
✅ 현대백화점(+21.02%)

❗ 52주신고가 | 이평선수렴
📌 역사적신고가

시가총액 : 3.8조
현재가   : N/A
(네이버금융 기준)

* 주요지표
PER : None배  /  PBR : None배
ROE : N/A  /  EPS : N/A

* 증권사 보고서 (최근 3건)
현대백화점 [2Q 기존점 +16%, 목표주가 22만원으로 상향]
  26.06.10 / 목표가: 
  키움증권
현대백화점 [이제 키 좀 맞춰볼까?]
  26.06.05 / 목표가: 
  한화투자증권
현대백화점 [1Q26 Review : 백화점도 결국 고정비 비즈니..]
  26.05.07 / 목표가: 
  한화투자증권

📎 https://finance.naver.com/item/main.naver?code=069960

──────────────────────────────────────────────────
✅ 에스원(+20.52%)

❗ 거래량폭발 | 이평선수렴 | RSI/MACD

시가총액 : 3.4조
현재가   : N/A
(네이버금융 기준)

* 주요지표
PER : None배  /  PBR : None배
ROE : N/A  /  EPS : N/A

* 증권사 보고서 (최근 3건)
에스원 [새로운 성장을 위한 변화]
  26.05.07 / 목표가: 
  유안타증권
에스원 [실적 + 배당성향 60% + 자사주]
  26.02.02 / 목표가: 
  유안타증권
에스원 [DPS 상향에 이어 자사주 소각도 기대됨]
  26.02.02 / 목표가: 
  iM증권

📎 https://finance.naver.com/item/main.naver?code=012750

──────────────────────────────────────────────────
✅ 현대해상(+9.64%)

❗ 이평선수렴 | RSI/MACD

시가총액 : 3.3조
현재가   : N/A
(네이버금융 기준)

* 주요지표
PER : None배  /  PBR : None배
ROE : N/A  /  EPS : N/A

* 증권사 보고서 (최근 3건)
현대해상 [금리 상승 및 관리급여 도입 수혜주]
  26.06.09 / 목표가: 
  신한투자증권
현대해상 [1Q26Review: 보험손익 개선 흐름에 따른 연간..]
  26.05.18 / 목표가: 
  교보증권
현대해상 [드디어 듀레이션 매칭에 성공]
  26.05.18 / 목표가: 
  한화투자증권

📎 https://finance.naver.com/item/main.naver?code=001450

──────────────────────────────────────────────────
✅ HL만도(+17.75%)

❗ 이평선수렴 | RSI/MACD

시가총액 : 3.1조
현재가   : N/A
(네이버금융 기준)

* 주요지표
PER : None배  /  PBR : None배
ROE : N/A  /  EPS : N/A

* 증권사 보고서 (최근 3건)
HL만도 [위기 속 확인된 이익체력]
  26.05.04 / 목표가: 
  대신증권
HL만도 [자동차를 넘어 로봇과 로보택시로 확장]
  26.04.30 / 목표가: 
  하나증권
HL만도 [1Q26 Review: 수주로 보여주는 경쟁력]
  26.04.30 / 목표가: 
  교보증권

📎 https://finance.naver.com/item/main.naver?code=204320

──────────────────────────────────────────────────
✅ 한전KPS(+31.35%)

❗ 이평선수렴 | RSI/MACD

시가총액 : 2.9조
현재가   : N/A
(네이버금융 기준)

* 주요지표
PER : None배  /  PBR : None배
ROE : N/A  /  EPS : N/A

* 증권사 보고서 (최근 3건)
한전KPS [1Q26 Review: 그래도 안정적인 실적 지속]
  26.05.15 / 목표가: 
  교보증권
한전KPS [국내가 받쳐주고 해외는 곧 계약하고]
  26.05.13 / 목표가: 
  유진투자증권
한전KPS [실적 안정화 확인. 이제는 해외 원전 정비 확..]
  26.05.12 / 목표가: 
  대신증권

📎 https://finance.naver.com/item/main.naver?code=051600

──────────────────────────────────────────────────
✅ 제일기획(+11.81%)

❗ 거래량폭발 | 이평선수렴 | RSI/MACD

시가총액 : 2.4조
현재가   : N/A
(네이버금융 기준)

* 주요지표
PER : None배  /  PBR : None배
ROE : N/A  /  EPS : N/A

* 증권사 보고서 (최근 3건)
제일기획 [주주환원 우수 기업]
  26.04.30 / 목표가: 
  대신증권
제일기획 [굳건한 고배당주]
  26.04.27 / 목표가: 
  대신증권
제일기획 [곧 좋아질 거야]
  26.04.27 / 목표가: 
  유진투자증권

📎 https://finance.naver.com/item/main.naver?code=030000

──────────────────────────────────────────────────
✅ 삼성화재우(+0.00%)

❗ 이평선수렴 | RSI/MACD

시가총액 : 1.2조
현재가   : N/A
(네이버금융 기준)

* 주요지표
PER : None배  /  PBR : None배
ROE : N/A  /  EPS : N/A

📎 https://finance.naver.com/item/main.naver?code=000815

──────────────────────────────────────────────────
✅ 코미팜(+20.90%)

❗ 이평선수렴 | RSI/MACD

시가총액 : 6,324억
현재가   : N/A
(네이버금융 기준)

* 주요지표
PER : None배  /  PBR : None배
ROE : N/A  /  EPS : N/A

* 증권사 보고서 (최근 1건)
코미팜 [모든 생명의 공존을 위한 바이오산업의 선두..]
  20.11.05 / 목표가: 
  한국기업데이터

📎 https://finance.naver.com/item/main.naver?code=041960

──────────────────────────────────────────────────
✅ 케이아이엔엑스(+10.41%)

❗ 이평선수렴 | RSI/MACD

시가총액 : 6,109억
현재가   : N/A
(네이버금융 기준)

* 주요지표
PER : None배  /  PBR : None배
ROE : N/A  /  EPS : N/A

* 증권사 보고서 (최근 3건)
케이아이엔엑스 [아직 두 발 남았다]
  26.04.30 / 목표가: 
  미래에셋증권
케이아이엔엑스 [느리지만 꾸준하게]
  25.12.15 / 목표가: 
  신한투자증권
케이아이엔엑스 [수도권 데이터센터 수요 급증→계약률 상승으..]
  25.04.07 / 목표가: 
  iM증권

📎 https://finance.naver.com/item/main.naver?code=093320

──────────────────────────────────────────────────
✅ 펨트론(+32.03%)

❗ 이평선수렴 | RSI/MACD

시가총액 : 5,608억
현재가   : N/A
(네이버금융 기준)

* 주요지표
PER : None배  /  PBR : None배
ROE : N/A  /  EPS : N/A

* 증권사 보고서 (최근 3건)
펨트론 [SMT에서 반도체로, 체질 개선 본격화]
  26.04.02 / 목표가: 
  한국IR협의회
펨트론 [적층 메모리(HBM, HBF,SOCAMM) 모두 대응 가..]
  26.02.26 / 목표가: 
  대신증권
펨트론 [늘어나는 모멘텀]
  25.11.27 / 목표가: 
  키움증권

📎 https://finance.naver.com/item/main.naver?code=168360

──────────────────────────────────────────────────
✅ 에이팩트(+45.57%)

❗ 52주신고가 | 이평선수렴 | RSI/MACD
📌 52주신고가

시가총액 : 4,871억
현재가   : N/A
(네이버금융 기준)

* 주요지표
PER : None배  /  PBR : None배
ROE : N/A  /  EPS : N/A

* 증권사 보고서 (최근 3건)
에이팩트 [[AI] 반도체 후공정 패키징 및 테스트 턴키 ..]
  26.04.27 / 목표가: 
  한국IR협의회
에이팩트 [26년 수주 확대 효과 본격화]
  26.01.29 / 목표가: 
  미래에셋증권
에이팩트 [반등을 넘어 더 큰 성장 조준(feat. SOCAMM2)]
  25.09.19 / 목표가: 
  키움증권

📎 https://finance.naver.com/item/main.naver?code=200470

──────────────────────────────────────────────────
✅ 메카로(+18.15%)

❗ 52주신고가 | RSI/MACD
📌 역사적신고가

시가총액 : 4,744억
현재가   : N/A
(네이버금융 기준)

* 주요지표
PER : None배  /  PBR : None배
ROE : N/A  /  EPS : N/A

* 증권사 보고서 (최근 3건)
메카로 [[AI] 반도체 히터블럭 분야의 선도 기업]
  25.11.14 / 목표가: 
  한국IR협의회
메카로 [중국 반도체향 수출 확대와 특수밸브 국산화 ..]
  24.04.09 / 목표가: 
  한국IR협의회
메카로 [반도체용 전구체 및 히터블록 사업과 더불어 ..]
  22.04.28 / 목표가: 
  나이스디앤비

📎 https://finance.naver.com/item/main.naver?code=241770

──────────────────────────────────────────────────
✅ HL홀딩스(+6.98%)

❗ 이평선수렴 | RSI/MACD

시가총액 : 4,176억
현재가   : N/A
(네이버금융 기준)

* 주요지표
PER : None배  /  PBR : None배
ROE : N/A  /  EPS : N/A

* 증권사 보고서 (최근 3건)
HL홀딩스 [지분가치 상승을 반영하여 목표주가 상향]
  26.05.29 / 목표가: 
  하나증권
HL홀딩스 [PBR 상승의 트리거→주주환원 및 로봇사업 확..]
  26.05.18 / 목표가: 
  iM증권
HL홀딩스 [주차 로봇 사업에 대한 기대]
  26.01.08 / 목표가: 
  한국IR협의회

📎 https://finance.naver.com/item/main.naver?code=060980
